UF	SF	freq
hɑps	hɑps	8
pʌf	pʌf	8
pəɹpəs	pəɹpəs	8
kʌvəɹz	kʌvəɹz	8
skwiks	skwiks	8
bɪɡəst	bɪɡəst	8
klinəɹ	klinəɹ	8
baʊnsi	baʊnsi	8
pɑstə	pɑstə	8
kʌbəɹd	kʌbəɹd	8
bʌɡz	bʌɡz	8
dʒoʊ	dʒoʊ	8
θroʊz	θroʊz	8
nʌɡɪt	nʌɡɪt	8
dɛri	dɛri	8
ɪŋk	ɪŋk	8
kʌləɹ	kʌləɹ	8
riəlaɪz	riəlaɪz	8
sloʊ	sloʊ	8
teɪkən	teɪkən	8
moʊtəɹsaɪkəl	moʊɾəɹsʌɪkəl	8
bʌtəɹflaɪz	bʌɾəɹflaɪz	8
pɛtəl	pɛɾəl	8
spɪtɪŋ	spɪɾɪŋ	8
sɪti	sɪɾi	8
frʌstreɪtəd	frʌstreɪɾəd	7
ɡɔrdʒəs	ɡɔrdʒəs	7
raɪt	rʌɪt	7
skrætʃ	skrætʃ	7
məsɑʒ	məsɑʒ	7
trɪpɪŋ	trɪpɪŋ	7
tʃɑrli	tʃɑrli	7
fɛri	fɛri	7
skwɪʃi	skwɪʃi	7
tul	tul	7
jɔnɪŋ	jɔnɪŋ	7
luzɪŋ	luzɪŋ	7
bʌm	bʌm	7
skeɪtbɔrd	skeɪtbɔrd	7
lʊks	lʊks	7
pitʃ	pitʃ	7
kæməl	kæməl	7
brʌðəɹ	brʌðəɹ	7
feɪs	feɪs	7
lɪliz	lɪliz	7
maɪkrəweɪv	mʌɪkrəweɪv	7
tɔkətɪv	tɔkəɾɪv	7
boʊts	boʊts	7
drɔrz	drɔrz	7
klɪr	klɪr	7
mɛt	mɛt	7
tɔt	tɔt	7
maʊɪŋ	maʊɪŋ	7
fleɪvəɹfəl	fleɪvəɹfəl	7
tɔləɹ	tɔləɹ	7
kæp	kæp	7
kaɪt	kʌɪt	7
dʒaɪənt	dʒaɪənt	7
prɑdəkt	prɑdəkt	7
prɛzənt	prɛzənt	7
wikɛnd	wikɛnd	7
rɪvəɹ	rɪvəɹ	7
spɛnd	spɛnd	7
slɪŋki	slɪŋki	7
kaʊnt	kaʊnt	7
dʌkɪz	dʌkɪz	7
hɔrəbəl	hɔrəbəl	7
tʃɛk	tʃɛk	7
bɔrɪŋ	bɔrɪŋ	7
wɑnd	wɑnd	7
dɑlz	dɑlz	7
kæts	kæts	7
dʒɛnəsəs	dʒɛnəsəs	7
mʌd	mʌd	7
dɪstrʌktɪv	dɪstrʌktɪv	7
dɪfəkəlt	dɪfəkəlt	7
rʌʃ	rʌʃ	7
ænti	ænti	7
fæt	fæt	7
hoʊldəɹ	hoʊldəɹ	7
saɪt	sʌɪt	7
krɔs	krɔs	7
pændə	pændə	7
ridɪŋ	ridɪŋ	7
eɪdʒ	eɪdʒ	7
neɪkəd	neɪkəd	7
ɡoʊldilɔks	ɡoʊldilɔks	7
ɡlɔri	ɡlɔri	7
ʃoʊ	ʃoʊ	7
ʃuleɪsɪz	ʃuleɪsɪz	7
leɪzi	leɪzi	7
pɛɡz	pɛɡz	7
laɪɪŋ	laɪɪŋ	7
stɑmpt	stɑmpt	7
əntaɪ	əntaɪ	7
kəmpleɪn	kəmpleɪn	7
stɪŋks	stɪŋks	7
waɪnɪŋ	waɪnɪŋ	7
kɑrtən	kɑrtən	7
bɑksəz	bɑksəz	7
kɑrdbɔrd	kɑrdbɔrd	7
stɪŋk	stɪŋk	7
wɑʃɪŋ	wɑʃɪŋ	7
dɛsəbəlz	dɛsəbəlz	7
θɪk	θɪk	7
pæts	pæts	7
sɑkəɹ	sɑkəɹ	7
wɛrz	wɛrz	7
dʒʌŋɡəl	dʒʌŋɡəl	7
dʒeɪ	dʒeɪ	7
soʊdə	soʊdə	7
təmeɪtoʊ	təmeɪɾoʊ	7
kʊkɪŋ	kʊkɪŋ	7
səpoʊz	səpoʊz	7
ritʃt	ritʃt	7
prɑməst	prɑməst	7
keɪks	keɪks	7
swipɪŋ	swipɪŋ	7
aʊnsəz	aʊnsəz	7
mæɡəzin	mæɡəzin	7
bɛdz	bɛdz	7
nætʃəɹəl	nætʃəɹəl	7
bɪt	bɪt	7
drɪpɪŋ	drɪpɪŋ	7
skup	skup	7
stʌf	stʌf	7
pʊʃt	pʊʃt	7
daɪəl	daɪəl	7
ɛksələnt	ɛksələnt	7
ɪskeɪpt	ɪskeɪpt	7
pɑts	pɑts	7
θɪŋks	θɪŋks	7
wəɹʃəp	wəɹʃəp	7
jɔrk	jɔrk	7
pækt	pækt	7
fɪld	fɪld	7
ʃɑrp	ʃɑrp	7
bɛntʃ	bɛntʃ	7
hɪkəp	hɪkəp	7
feɪvəɹɪt	feɪvəɹɪt	7
soʊkt	soʊkt	7
ɛnd	ɛnd	7
seɪvɪŋ	seɪvɪŋ	7
rɪtəɹn	rɪtəɹn	7
fɪr	fɪr	7
tɪpi	tɪpi	7
hʌf	hʌf	7
flaɪ	flaɪ	7
ɡrɪts	ɡrɪts	7
pæsəfaɪəɹ	pæsəfaɪəɹ	7
ɡɪr	ɡɪr	7
pleɪn	pleɪn	7
təɹnz	təɹnz	7
hɛnz	hɛnz	7
saɪdwɔk	saɪdwɔk	7
stɑrts	stɑrts	7
fæsən	fæsən	7
skɪp	skɪp	7
sɪŋɪŋ	sɪŋɪŋ	7
wɪspəɹɪŋ	wɪspəɹɪŋ	7
weɪfəɹz	weɪfəɹz	7
dɪr	dɪr	7
preɪz	preɪz	7
paʊəɹ	paʊəɹ	7
laɪtnɪŋ	lʌɪtnɪŋ	7
ɔrəndʒ	ɔrəndʒ	7
ʌnjən	ʌnjən	7
ɪntʃəz	ɪntʃəz	7
sɔr	sɔr	7
dʒʌmps	dʒʌmps	7
hʌm	hʌm	7
spɛktrəm	spɛktrəm	7
waɪp	wʌɪp	7
pɑpkɔrn	pɑpkɔrn	7
trʌks	trʌks	7
jusəz	jusəz	7
mʌdi	mʌdi	7
tʃaɪmz	tʃaɪmz	7
mɪksɪŋ	mɪksɪŋ	7
tɛləvɪʒən	tɛləvɪʒən	7
wʊli	wʊli	7
skwil	skwil	7
ɡræmi	ɡræmi	7
smæk	smæk	7
baɪts	bʌɪts	6
mætəɹ	mæɾəɹ	6
floʊtɪŋ	floʊɾɪŋ	6
paʊdəɹ	paʊdəɹ	6
frɔsti	frɔsti	6
stoʊnz	stoʊnz	6
loʊdz	loʊdz	6
klaɪmz	klaɪmz	6
veɪn	veɪn	6
tʌtʃt	tʌtʃt	6
prɪns	prɪns	6
pi	pi	6
faɪndɪŋ	faɪndɪŋ	6
krɔs	krɔs	6
tʃeɪst	tʃeɪst	6
wɪtʃ	wɪtʃ	6
əloʊn	əloʊn	6
smɔləɹ	smɔləɹ	6
ɛl	ɛl	6
trits	trits	6
træk	træk	6
bɑrli	bɑrli	6
tʌmbəlɪŋ	tʌmbəlɪŋ	6
truθ	truθ	6
spʌndʒ	spʌndʒ	6
reɪ	reɪ	6
kɛli	kɛli	6
reɪn	reɪn	6
ræɡ	ræɡ	6
klʌk	klʌk	6
kwɔrtəɹ	kwɔrtəɹ	6
aʊlz	aʊlz	6
bɑrk	bɑrk	6
daɪd	daɪd	6
ɛndʒɔɪ	ɛndʒɔɪ	6
drɑpɪŋ	drɑpɪŋ	6
əpsɛt	əpsɛt	6
weɪst	weɪst	6
kaʊntəɹ	kaʊntəɹ	6
kaʊntɪŋ	kaʊntɪŋ	6
reɪvənz	reɪvənz	6
pɑpt	pɑpt	6
tɔr	tɔr	6
bɔɪl	bɔɪl	6
mɛst	mɛst	6
rækunz	rækunz	6
wɔks	wɔks	6
weɪfəɹ	weɪfəɹ	6
mɪni	mɪni	6
ətækt	ətækt	6
dɑli	dɑli	6
stɔrm	stɔrm	6
ænsəɹ	ænsəɹ	6
oʊvəɹfloʊ	oʊvəɹfloʊ	6
pæləs	pæləs	6
kætʃ	kætʃ	6
ʃeɪdz	ʃeɪdz	6
næpkɪn	næpkɪn	6
mʌntʃ	mʌntʃ	6
vɔɪs	vɔɪs	6
drɑps	drɑps	6
ɑrtɪləɹi	ɑrtɪləɹi	6
sits	sits	6
ɡoʊl	ɡoʊl	6
plʌɡ	plʌɡ	6
ʃeɪks	ʃeɪks	6
daɪ	daɪ	6
pɪkəl	pɪkəl	6
koʊzi	koʊzi	6
mʌfən	mʌfən	6
rʌb	rʌb	6
roʊzi	roʊzi	6
lʌmpi	lʌmpi	6
vɛnt	vɛnt	6
bitʃ	bitʃ	6
kʌləɹɪŋ	kʌləɹɪŋ	6
twɪsti	twɪsti	6
klɪp	klɪp	6
ɡræmz	ɡræmz	6
plʌɡd	plʌɡd	6
tɑdləɹ	tɑdləɹ	6
mɪkst	mɪkst	6
mɪsɪz	mɪsɪz	6
saɪn	saɪn	6
noʊn	noʊn	6
hjudʒ	hjudʒ	6
tutsi	tutsi	6
hændəl	hændəl	6
lus	lus	6
sprɪŋkləɹ	sprɪŋkləɹ	6
tɑmi	tɑmi	6
tɑmkæt	tɑmkæt	6
sʌkəɹ	sʌkəɹ	6
stʌfi	stʌfi	6
strɪŋz	strɪŋz	6
skrʌb	skrʌb	6
bæleɪ	bæleɪ	6
kəɹli	kəɹli	6
lɪdz	lɪdz	6
læŋɡwədʒ	læŋɡwədʒ	6
sændəlz	sændəlz	6
jæk	jæk	6
æktɪv	æktɪv	6
aɪəɹn	aɪəɹn	6
præktɪs	præktɪs	6
waɪn	waɪn	6
taɪd	taɪd	6
hɛdfoʊnz	hɛdfoʊnz	6
hɛdeɪk	hɛdeɪk	6
blɛsɪŋz	blɛsɪŋz	6
pɪdʒən	pɪdʒən	6
ʃeɪpt	ʃeɪpt	6
bʌz	bʌz	6
rɪlæks	rɪlæks	6
bɪlt	bɪlt	6
sənskrin	sənskrin	6
nɛsəsɛri	nɛsəsɛri	6
dɪzəɹt	dɪzəɹt	6
taɪ	taɪ	6
dʌbəl	dʌbəl	6
mɑ	mɑ	6
pækɪŋ	pækɪŋ	6
rɛst	rɛst	6
trʌst	trʌst	6
bɪkeɪm	bɪkeɪm	6
rɪdʒɔɪs	rɪdʒɔɪs	6
ɡɪtɑr	ɡɪtɑr	6
flʌfi	flʌfi	6
kɛtəl	kɛɾəl	6
wit	wit	6
mɑrməleɪd	mɑrməleɪd	6
tɪmbəɹ	tɪmbəɹ	6
sɔ	sɔ	6
tʃɪrfəl	tʃɪrfəl	6
titʃ	titʃ	6
pinəts	pinəts	6
bæŋɪŋ	bæŋɪŋ	6
ənkʌmfəɹtəbəl	ənkʌmfəɹtəbəl	6
dɑrlɪŋ	dɑrlɪŋ	6
kəɹtənz	kəɹtənz	6
səɹkəlz	səɹkəlz	6
drɑp	drɑp	6
reɪndɪr	reɪndɪr	6
frɪl	frɪl	6
rɛk	rɛk	6
fəɹðəɹ	fəɹðəɹ	6
prɛzənt	prɛzənt	6
kipɪŋ	kipɪŋ	6
dʒʌŋk	dʒʌŋk	6
ɪksplɔr	ɪksplɔr	6
ɪnstrəmənt	ɪnstrəmənt	6
kritʃəɹz	kritʃəɹz	6
beɪs	beɪs	6
θroʊn	θroʊn	6
tɛrz	tɛrz	6
lʊkɪŋ	lʊkɪŋ	6
drɛntʃt	drɛntʃt	6
hirz	hirz	6
fɪŋɡəɹneɪl	fɪŋɡəɹneɪl	6
hɑrdhɛdɪd	hɑrdhɛdɪd	6
reɪs	reɪs	6
spɪn	spɪn	6
ɡufi	ɡufi	6
pʌdəl	pʌdəl	6
ɡoʊldən	ɡoʊldən	6
sɔrts	sɔrts	6
stæk	stæk	6
skærkroʊ	skærkroʊ	6
lɛvəɹ	lɛvəɹ	6
hut	hut	6
laɪm	laɪm	6
pʊts	pʊts	6
poʊst	poʊst	6
sikrət	sikrət	6
lɪli	lɪli	6
æŋɡri	æŋɡri	6
kætʃɪz	kætʃɪz	6
pɔrtʃ	pɔrtʃ	6
keɪv	keɪv	6
deɪzi	deɪzi	6
hɛvənz	hɛvənz	6
fɪɡz	fɪɡz	6
mæt	mæt	6
nɑb	nɑb	6
snɪp	snɪp	6
sɛvəɹəl	sɛvəɹəl	5
ɡreɪəm	ɡreɪəm	5
ɡreɪpfrut	ɡreɪpfrut	5
bɛt	bɛt	5
moʊmənt	moʊmənt	5
bɔɪld	bɔɪld	5
mʌnθ	mʌnθ	5
slipɪŋ	slipɪŋ	5
mɪsteɪk	mɪsteɪk	5
swɪtʃ	swɪtʃ	5
əɹθ	əɹθ	5
ʃeɪdi	ʃeɪdi	5
təɹɪfɪk	təɹɪfɪk	5
blɪŋk	blɪŋk	5
neɪʃənz	neɪʃənz	5
bɔrd	bɔrd	5
ɛnəmi	ɛnəmi	5
ɛnəɹdʒi	ɛnəɹdʒi	5
tæp	tæp	5
ti	ti	5
tɑp	tɑp	5
bɛlz	bɛlz	5
ɪnkrɛdəbəl	ɪnkrɛdəbəl	5
nɪpəl	nɪpəl	5
noʊzi	noʊzi	5
ɪnfəntri	ɪnfəntri	5
əʃeɪmd	əʃeɪmd	5
hɛdʒhɑɡ	hɛdʒhɑɡ	5
tɔsɪz	tɔsɪz	5
skræmbəld	skræmbəld	5
pɪtʃəɹ	pɪtʃəɹ	5
klaʊdi	klaʊdi	5
kʌzən	kʌzən	5
tɑk	tɑk	5
fɑlən	fɑlən	5
tʃɛrz	tʃɛrz	5
foʊni	foʊni	5
hʌft	hʌft	5
fi	fi	5
ɪndɪpɛndənt	ɪndɪpɛndənt	5
bɛdtaɪm	bɛdtaɪm	5
træfɪk	træfɪk	5
skrudraɪvəɹ	skrudraɪvəɹ	5
oʊbidiənt	oʊbidiənt	5
næpkɪnz	næpkɪnz	5
dɛk	dɛk	5
dʒɑn	dʒɑn	5
ɡrisi	ɡrisi	5
waɪnɪŋ	waɪnɪŋ	5
ʃɛrəf	ʃɛrəf	5
bid	bid	5
dʒɪm	dʒɪm	5
pætʃi	pætʃi	5
hɔl	hɔl	5
riəɹeɪndʒɪŋ	riəɹeɪndʒɪŋ	5
rəsiv	rəsiv	5
ridz	ridz	5
krik	krik	5
faɪndz	faɪndz	5
rɪtəɹn	rɪtəɹn	5
ɔskəɹ	ɔskəɹ	5
ʌðəɹz	ʌðəɹz	5
haɪəɹ	haɪəɹ	5
haɪəst	haɪəst	5
hoʊsts	hoʊsts	5
skɑrf	skɑrf	5
seɪvd	seɪvd	5
pætʃ	pætʃ	5
wɑʃəɹ	wɑʃəɹ	5
kloʊzɪz	kloʊzɪz	5
rul	rul	5
seɪld	seɪld	5
hɪlz	hɪlz	5
tʃɛriz	tʃɛriz	5
aʊns	aʊns	5
tʃəwɑwɑ	tʃəwɑwɑ	5
juʒəwəl	juʒəwəl	5
jusfəl	jusfəl	5
rut	rut	5
roʊlz	roʊlz	5
raʊnd	raʊnd	5
rustəɹz	rustəɹz	5
hæləlujə	hæləlujə	5
hɑɡ	hɑɡ	5
breɪ	breɪ	5
mæt	mæt	5
mætʃəz	mætʃəz	5
bɪldɪŋ	bɪldɪŋ	5
stænd	stænd	5
stɛrioʊ	stɛrioʊ	5
braɪən	braɪən	5
freɪm	freɪm	5
bʌɡɪŋ	bʌɡɪŋ	5
brɪŋz	brɪŋz	5
stɑps	stɑps	5
drʌməɹ	drʌməɹ	5
breɪv	breɪv	5
poʊni	poʊni	5
wʊd	wʊd	5
drimɪŋ	drimɪŋ	5
pɛrət	pɛrət	5
rɑkɪŋ	rɑkɪŋ	5
ətætʃt	ətætʃt	5
pækədʒ	pækədʒ	5
tʃʌbi	tʃʌbi	5
pæd	pæd	5
peɪn	peɪn	5
bækɪŋ	bækɪŋ	5
rɪtʃ	rɪtʃ	5
klæpɪŋ	klæpɪŋ	5
pæs	pæs	5
pɑpə	pɑpə	5
pəɹeɪdɪŋ	pəɹeɪdɪŋ	5
krʊkəd	krʊkəd	5
pɑrdən	pɑrdən	5
pɛrənts	pɛrənts	5
paʊ	paʊ	5
pups	pups	5
paʊndz	paʊndz	5
skwəɹmɪŋ	skwəɹmɪŋ	5
riθ	riθ	5
ɡəɹlfrɛnd	ɡəɹlfrɛnd	5
əbaʊt	əbaʊt	5
æftəɹnun	æftəɹnun	5
hʌɡɪŋ	hʌɡɪŋ	5
kəmpleɪnɪŋ	kəmpleɪnɪŋ	5
skreɪpt	skreɪpt	5
tʃeɪndʒɪŋ	tʃeɪndʒɪŋ	5
rɪŋ	rɪŋ	5
wɪŋkəl	wɪŋkəl	5
ɡroʊn	ɡroʊn	5
dɔrbɛl	dɔrbɛl	5
kɑfɪŋ	kɑfɪŋ	5
plizd	plizd	5
pleɪɪŋ	pleɪɪŋ	5
pʌdəlz	pʌdəlz	5
zaɪləfoʊn	zaɪləfoʊn	5
wəɹs	wəɹs	5
spɪnz	spɪnz	5
dʒɔɪn	dʒɔɪn	5
splæt	splæt	5
spɪrət	spɪrət	5
lʌvli	lʌvli	5
lʌvi	lʌvi	5
skwikɪŋ	skwikɪŋ	5
ændʒɛlɪkə	ændʒɛlɪkə	5
fɔrθ	fɔrθ	5
prətɛkt	prətɛkt	5
ədʌlt	ədʌlt	5
jɔnɪŋ	jɔnɪŋ	5
wɪn	wɪn	5
fɪlɪŋ	fɪlɪŋ	5
ɪkspɛkt	ɪkspɛkt	5
wɛt	wɛt	5
sneɪks	sneɪks	5
strɔŋɡəɹ	strɔŋɡəɹ	5
dʌmpɪŋ	dʌmpɪŋ	5
stʌŋ	stʌŋ	5
ænsəɹd	ænsəɹd	5
stɪŋ	stɪŋ	5
floʊt	floʊt	5
pʌft	pʌft	5
lɛs	lɛs	5
dʌst	dʌst	5
buts	buts	5
bɑp	bɑp	5
præktɪs	præktɪs	5
vækjumd	vækjumd	5
væn	væn	5
wɔr	wɔr	5
wəɹkt	wəɹkt	5
hæpənɪŋ	hæpənɪŋ	5
stɛpɪŋ	stɛpɪŋ	5
beɪkt	beɪkt	5
ɪntərɛst	ɪntərɛst	5
kɑz	kɑz	5
ʃild	ʃild	5
nɛst	nɛst	5
θɔrnz	θɔrnz	5
dʒɛf	dʒɛf	5
tɪkəlz	tɪkəlz	5
wiks	wiks	5
ʃɛl	ʃɛl	5
neɪbəɹ	neɪbəɹ	5
neɪbəɹz	neɪbəɹz	5
səɹv	səɹv	5
roʊz	roʊz	5
æskɪŋ	æskɪŋ	5
bʊk	bʊk	5
ɡraʊl	ɡraʊl	5
tɪlt	tɪlt	5
draɪv	draɪv	5
strɛŋkθ	strɛŋkθ	5
snæks	snæks	5
sniz	sniz	5
pɑkəts	pɑkəts	5
kændəlz	kændəlz	5
kæməlz	kæməlz	5
ʃaʊəɹ	ʃaʊəɹ	5
slɑt	slɑt	5
frɛndli	frɛndli	5
pɔɪntɪd	pɔɪntɪd	5
ælfəbɛt	ælfəbɛt	5
kɛpt	kɛpt	5
teɪpɪŋ	teɪpɪŋ	5
mʌʃ	mʌʃ	5
twɪst	twɪst	5
hʌŋ	hʌŋ	5
skəɹi	skəɹi	5
spæŋk	spæŋk	5
skwəɹm	skwəɹm	5
sɛndɪŋ	sɛndɪŋ	5
ɪtʃɪŋ	ɪtʃɪŋ	5
hʌmɪŋ	hʌmɪŋ	5
ups	ups	5
spɑti	spɑɾi	5
naɪttaɪm	nʌɪttaɪm	5
taɪp	tʌɪp	5
waɪf	wʌɪf	5
kʌtɪŋ	kʌɾɪŋ	5
kætəlɔɡ	kæɾəlɔɡ	5
kælkjəleɪtəɹ	kælkjəleɪɾəɹ	5
ʃʌtəɹz	ʃʌɾəɹz	5
noʊtɪst	noʊɾɪst	5
dɑti	dɑɾi	5
bætəɹ	bæɾəɹ	5
hɪtɪŋ	hɪɾɪŋ	5
θəɹmɑmətəɹ	θəɹmɑməɾəɹ	5
sɛtəl	sɛɾəl	5
ɔfəs	ɔfəs	4
dʒɪmi	dʒɪmi	4
dʒɪl	dʒɪl	4
daʊnstɛrz	daʊnstɛrz	4
dʒʌɡ	dʒʌɡ	4
dʒɔrdən	dʒɔrdən	4
θʌmz	θʌmz	4
streɪtən	streɪɾən	4
drɔz	drɔz	4
hɑrdhɛdɪd	hɑrdhɛdɪd	4
waɪpt	wʌɪpt	4
kwɪlt	kwɪlt	4
moʊ	moʊ	4
kəɹl	kəɹl	4
toʊ	toʊ	4
aɪəɹn	aɪəɹn	4
spɔɪld	spɔɪld	4
θræʃəɹ	θræʃəɹ	4
θrɛd	θrɛd	4
ɪtʃəz	ɪtʃəz	4
laɪt	lʌɪt	4
dɑ	dɑ	4
hɑspɪtəl	hɑspɪɾəl	4
klaʊd	klaʊd	4
ɡreɪtəɹ	ɡreɪɾəɹ	4
deɪtaɪm	deɪɾaɪm	4
weɪtɪd	weɪɾɪd	4
dɪɡəɹ	dɪɡəɹ	4
ɔɪl	ɔɪl	4
səɹtɪfɪkət	səɹtɪfɪkət	4
daɪnɪŋ	daɪnɪŋ	4
mɑmz	mɑmz	4
kɪt	kɪt	4
ʌpsaɪd	ʌpsaɪd	4
itəɹ	iɾəɹ	4
idən	idən	4
wɪɡəli	wɪɡəli	4
dɪsəbidiənt	dɪsəbidiənt	4
stʌdi	stʌdi	4
bəɹnɪŋ	bəɹnɪŋ	4
lɛpəɹd	lɛpəɹd	4
ræzbɛri	ræzbɛri	4
ɡrɪti	ɡrɪɾi	4
baʊəl	baʊəl	4
kræb	kræb	4
θroʊts	θroʊts	4
blɪŋk	blɪŋk	4
əɹeɪndʒ	əɹeɪndʒ	4
hɛdz	hɛdz	4
roʊdblɑk	roʊdblɑk	4
pænkeɪks	pænkeɪks	4
bɔld	bɔld	4
sups	sups	4
stɑpəɹ	stɑpəɹ	4
nɛsts	nɛsts	4
bɛn	bɛn	4
ɪntəɹnɛt	ɪntəɹnɛt	4
wɪskəɹz	wɪskəɹz	4
fɔrhɛd	fɔrhɛd	4
wɪpɪŋ	wɪpɪŋ	4
fɪʃboʊl	fɪʃboʊl	4
stoʊl	stoʊl	4
keɪs	keɪs	4
taɪɡəɹz	taɪɡəɹz	4
stɪks	stɪks	4
vækjum	vækjum	4
drʌmɪŋ	drʌmɪŋ	4
briðɪŋ	briðɪŋ	4
æpətaɪt	æpəɾʌɪt	4
ɪksaɪtəd	ɪksʌɪɾəd	4
hæʃ	hæʃ	4
pɛntɪɡɑn	pɛntɪɡɑn	4
klin	klin	4
loʊnli	loʊnli	4
lɔŋɡəɹ	lɔŋɡəɹ	4
speɪs	speɪs	4
fɪst	fɪst	4
nuzpeɪpəɹ	nuzpeɪpəɹ	4
wɔlət	wɔlət	4
wɔlpeɪpəɹ	wɔlpeɪpəɹ	4
flæp	flæp	4
slɑbəɹ	slɑbəɹ	4
lænd	lænd	4
leɪdibəɡ	leɪdibəɡ	4
tun	tun	4
bɑrz	bɑrz	4
steɪ	steɪ	4
drɪl	drɪl	4
pis	pis	4
wəɹm	wəɹm	4
əlɑrm	əlɑrm	4
pɑsəbəl	pɑsəbəl	4
ɡɛs	ɡɛs	4
tɛr	tɛr	4
ædɪd	ædɪd	4
mæstəɹ	mæstəɹ	4
dɔɡhaʊs	dɔɡhaʊs	4
kɪl	kɪl	4
blɪŋkɪŋ	blɪŋkɪŋ	4
stɪndʒi	stɪndʒi	4
fleɪvəɹ	fleɪvəɹ	4
brifkeɪs	brifkeɪs	4
min	min	4
brɛθ	brɛθ	4
snæpt	snæpt	4
hæstə	hæstə	4
meɪlmæn	meɪlmæn	4
stɑrt	stɑrt	4
pɔrd	pɔrd	4
rəkɔrd	rəkɔrd	4
əndʌn	əndʌn	4
muvmənt	muvmənt	4
baʊnti	baʊnti	4
hɪpoʊ	hɪpoʊ	4
haɪd	haɪd	4
slɛpt	slɛpt	4
ɡrɪntʃ	ɡrɪntʃ	4
hɪts	hɪts	4
lɪks	lɪks	4
poʊkt	poʊkt	4
mænədʒd	mænədʒd	4
stændz	stændz	4
meɪn	meɪn	4
drimz	drimz	4
weɪst	weɪst	4
filɪŋz	filɪŋz	4
bækɡraʊnd	bækɡraʊnd	4
vɑlibɔl	vɑlibɔl	4
dɑnə	dɑnə	4
krɔlɪŋ	krɔlɪŋ	4
æɡi	æɡi	4
dɑləɹ	dɑləɹ	4
əɹtʃənz	əɹtʃənz	4
kæriɪŋ	kæriɪŋ	4
bæθs	bæθs	4
tini	tini	4
hɪpoʊz	hɪpoʊz	4
mɑkɪŋbəɹd	mɑkɪŋbəɹd	4
pəzɪʃən	pəzɪʃən	4
kru	kru	4
prɪnsɛs	prɪnsɛs	4
ɑrɡjuɪŋ	ɑrɡjuɪŋ	4
rʌslɪŋ	rʌslɪŋ	4
nuz	nuz	4
bit	bit	4
tɑk	tɑk	4
nɪkɪloʊdiən	nɪkɪloʊdiən	4
tritmənt	tritmənt	4
dʒʌmpəɹ	dʒʌmpəɹ	4
ʃrɪmp	ʃrɪmp	4
meɪdz	meɪdz	4
spreɪɪŋ	spreɪɪŋ	4
soʊldʒəɹ	soʊldʒəɹ	4
stɪkəɹ	stɪkəɹ	4
poʊk	poʊk	4
tʃɪlɪŋ	tʃɪlɪŋ	4
brʌʃt	brʌʃt	4
tʃoʊkɪŋ	tʃoʊkɪŋ	4
weɪstɪŋ	weɪstɪŋ	4
feɪk	feɪk	4
weɪvz	weɪvz	4
ɡraʊtʃi	ɡraʊtʃi	4
reɪnkoʊt	reɪnkoʊt	4
flʌf	flʌf	4
frɛntʃ	frɛntʃ	4
pɪntʃɪŋ	pɪntʃɪŋ	4
dʒusi	dʒusi	4
klʌtʃ	klʌtʃ	4
ɔɪstəɹ	ɔɪstəɹ	4
swɛtpænts	swɛtpænts	4
kæktəs	kæktəs	4
keɪbəl	keɪbəl	4
əntaɪd	əntaɪd	4
ɡræbd	ɡræbd	4
ʃuleɪs	ʃuleɪs	4
taɪməɹ	taɪməɹ	4
æʃɪz	æʃɪz	4
səɹpənt	səɹpənt	4
toʊst	toʊst	4
ɪnfənt	ɪnfənt	4
kævəlri	kævəlri	4
ɪksplɔrɪŋ	ɪksplɔrɪŋ	4
ɪrɪŋz	ɪrɪŋz	4
muviz	muviz	4
tæŋɡəld	tæŋɡəld	4
buɡi	buɡi	4
mɛdəlɪŋ	mɛdəlɪŋ	4
bʌmbəlbi	bʌmbəlbi	4
kɪkt	kɪkt	4
tɔrtəs	tɔrtəs	4
bəɹoʊ	bəɹoʊ	4
snʌɡ	snʌɡ	4
flæʃlaɪt	flæʃlʌɪt	4
kraɪst	krʌɪst	4
slaɪs	slʌɪs	4
beɪbi	beɪbi	4
sʌməɹtaɪm	sʌməɹtaɪm	4
pʌf	pʌf	4
tʃɑp	tʃɑp	4
feɪkɪŋ	feɪkɪŋ	4
sɛvənθ	sɛvənθ	4
mɛrid	mɛrid	4
wʊl	wʊl	4
prɛr	prɛr	4
bʌmpəɹ	bʌmpəɹ	4
snizɪz	snizɪz	4
mætʃ	mætʃ	4
rɛkəɡnaɪz	rɛkəɡnaɪz	4
fɑks	fɑks	4
raɪdəɹz	raɪdəɹz	4
ɪkspɛnsɪv	ɪkspɛnsɪv	4
krip	krip	4
weɪkɪŋ	weɪkɪŋ	4
hænd	hænd	4
ʃɪp	ʃɪp	4
θɪn	θɪn	4
blæŋkəts	blæŋkəts	4
hɔlweɪ	hɔlweɪ	4
ɡlɔrəfaɪ	ɡlɔrəfaɪ	4
kɑf	kɑf	4
splæʃt	splæʃt	4
dræɡɪŋ	dræɡɪŋ	4
kwɔrtəɹz	kwɔrtəɹz	4
splɛndɪd	splɛndɪd	4
pɑpaɪ	pɑpaɪ	4
mædʒɪk	mædʒɪk	4
fʌs	fʌs	4
jæmz	jæmz	4
ɡoʊst	ɡoʊst	4
piɪŋ	piɪŋ	4
wi	wi	4
doʊnət	doʊnət	4
ɡəlɑʃəz	ɡəlɑʃəz	4
ɪdiət	ɪdiət	4
seɪv	seɪv	4
ɡrif	ɡrif	4
ʃoʊz	ʃoʊz	4
